score,id
1.2143844920912243,0
1.0596336846610301,1
1.0288845566765288,2
1.0839924764819644,3
1.0922721774481183,4
0.9946081861446718,5
1.0697871254218219,6
1.058542340597767,7
1.14867588367399,8
1.0915925592637827,9
1.0230346847961742,10
1.120127765443855,11
1.318556783723183,12
1.0046769760032734,13
0.9476540000767729,14
1.1331256923017465,15
1.1489684638773294,16
1.136522207791034,17
1.1369494945003642,18
1.0300107076512885,19
1.054512393164497,20
1.0435184983612564,21
1.0206420917595789,22
0.9674408225485995,23
1.1215391824019938,24
1.0426325866371284,25
1.026258514214422,26
1.165918014632069,27
1.1172846683629205,28
1.1578684868766747,29
1.0473327522790634,30
1.1793853437989943,31
1.0461558616300353,32
1.1671965975621355,33
1.2064413975552932,34
1.0196125481892293,35
1.0749317780935355,36
1.2773635833111505,37
1.030954134510425,38
1.0553777302406466,39
1.2542889802102184,40
1.1790031445913958,41
1.1250152404029754,42
0.9903219131911434,43
1.0303877849931478,44
1.1259843709686348,45
1.167054902031622,46
1.2094956172003972,47
1.1824588223607448,48
1.1809744016324675,49
1.2444126803554245,50
1.0864360993365654,51
1.1496187997408156,52
1.0220179598494814,53
1.1065408394039105,54
0.9879218644943948,55
1.0549525120139311,56
1.058361283288902,57
1.2283316159483728,58
1.0916384496060805,59
1.1188403554074304,60
1.0475070111262703,61
1.059243211728882,62
1.1183233215354067,63
0.9116481776454747,64
1.1130878620185118,65
1.1923190469883223,66
1.0509848880355657,67
1.1470268249937645,68
1.1370164898061894,69
1.136770587839351,70
1.0268975985165023,71
1.0956403829085017,72
1.0065367875202602,73
1.1592882352647302,74
1.1454504961447072,75
1.2385718457656474,76
1.2319971978506363,77
1.1926727452939514,78
1.1836873479105907,79
1.139911247440643,80
1.1976405787013753,81
1.130809352780957,82
1.073715693818306,83
1.0566927698356414,84
1.003046425923422,85
1.060443538398751,86
1.2142950606321614,87
1.1909007599075292,88
1.0134458038374319,89
1.0021100470924207,90
1.192698353159155,91
1.2294072635107354,92
1.072378755941628,93
1.068252464947225,94
1.0238551959328843,95
1.0985543928706625,96
1.0446872697360634,97
1.1655855312049865,98
1.167447735416673,99
1.0990469346572527,100
1.005379194081697,101
1.123492197353708,102
1.044941212724879,103
1.1471080871308934,104
1.1561016136444022,105
1.1011773910185148,106
1.1178105422921751,107
1.0864737793065182,108
0.9655044261537363,109
0.9839585981585964,110
1.0327308557449721,111
0.9898903653518787,112
1.0527816599519806,113
1.120582251003727,114
1.1150002594490993,115
1.2018619035145501,116
1.0809625457054615,117
1.1265031102359728,118
1.1058883552011394,119
0.9877116885583156,120
1.1557269372879344,121
1.2500701629408553,122
1.1602917851459877,123
1.1990868362470881,124
1.174737159382243,125
1.1023303279786825,126
0.9953342430459304,127
1.105043487228161,128
1.2194309209142997,129
1.0443594919447416,130
1.1371398706368152,131
1.0186311934141006,132
1.0384739672962489,133
1.2503488373577547,134
1.100563281544483,135
1.0139158543485396,136
0.9955904231653586,137
1.1103100957336622,138
1.1541254214554748,139
0.9833780762386929,140
1.129440599697233,141
1.2170767524263715,142
1.2046566975143975,143
1.1014061190880484,144
1.099589306883833,145
1.104571169264168,146
1.0789801243225254,147
1.1735456480074373,148
1.0768016132100542,149
0.9399802873403308,150
1.1250775832215776,151
1.1078241452201139,152
1.0387442967440799,153
1.129489190362444,154
1.0870741990243462,155
1.128831067594471,156
1.1589098188778886,157
1.067925645900419,158
0.9990116266011551,159
1.0716030656066928,160
1.119430421301606,161
1.1585198189027976,162
1.0951902002416676,163
1.1870014258084738,164
0.9948083509835624,165
1.0931667397908362,166
1.1990342679428927,167
1.1902623609942562,168
1.124430181737312,169
1.0669403576144145,170
1.123180956051236,171
1.0141718001653115,172
1.232551401759034,173
1.102732265811114,174
1.160445626656129,175
1.1594302569026982,176
0.9835501397279066,177
1.0643098829315272,178
1.145171591995869,179
1.0597498308683402,180
0.9982500772332604,181
0.9918146158489759,182
1.1217229650699203,183
1.145777740094083,184
1.1746410687512945,185
1.033750510815998,186
1.2361616061448393,187
1.0822482557454827,188
1.1150209183485988,189
