score,id
0.5665090410036637,0
0.5673802591615029,1
0.4618461850153594,2
0.8861148831583264,3
0.532240934693107,4
0.468447356979152,5
0.26024718466874813,6
0.34958894775071153,7
0.6247548475030102,8
0.6314868591885996,9
0.7955242991462852,10
0.6037517995993323,11
0.4064943865355654,12
0.8728382934140752,13
0.3093769871855278,14
0.32887168440543363,15
0.7279703573348433,16
0.6854507537075473,17
0.5193732895242468,18
0.8176931321949232,19
0.2331287250004492,20
0.6642449968213832,21
0.41794817066617157,22
0.6376780312717913,23
0.477249701650957,24
0.3970299568051729,25
0.2427764022717883,26
0.5754989093630622,27
0.368954067025504,28
0.6998281108067348,29
0.27249360756553315,30
0.3857523115381542,31
0.3799587509696975,32
0.42421006316197357,33
0.5311048600473298,34
0.7613394247559175,35
0.3584453436340433,36
0.6760388515378559,37
0.20632598531179044,38
0.4660200846923201,39
0.2934588933414269,40
0.3651354620936354,41
0.5335839762655774,42
0.571693832295295,43
0.698776173228739,44
0.42032256387471895,45
0.4211200905934342,46
0.5274961344162954,47
0.5312190993329611,48
0.31916069656743723,49
0.24727946885654448,50
0.4565228423092231,51
0.33407739598371483,52
0.7363927597195989,53
0.5177717798084802,54
0.38794671980897394,55
0.43791209625601696,56
0.7517043575916993,57
0.6329498205695955,58
0.3538238210728403,59
0.33148806228834043,60
0.2739205082992899,61
0.5609466954579507,62
0.5624928444597668,63
0.42648089425440533,64
0.58674128791809,65
0.307227618534709,66
0.6801415234244208,67
0.3632062519807551,68
0.6482746892208204,69
0.3694272446904285,70
0.7104382467383323,71
0.4212004316641979,72
0.542291955837006,73
0.481674135094379,74
0.41211710490075265,75
0.2598851360696007,76
0.45126943276158277,77
0.4870091137215678,78
0.511140983354458,79
0.4023929616606258,80
0.5499747948102631,81
0.28796609597952433,82
0.5231942872210396,83
0.3640087037816558,84
0.26536409853610116,85
0.3076900688386594,86
0.6324188771663303,87
0.4808935949106384,88
0.3220092611497078,89
0.32696706085908994,90
0.3564591142400397,91
0.33738618222048716,92
0.3581088225997749,93
0.44617395321553827,94
0.8373612759867091,95
0.4135129444692011,96
0.7982575133251398,97
0.421881076501835,98
0.628766750092667,99
0.2486873198858531,100
0.6596733593546427,101
0.5457027120636055,102
0.30881625707854404,103
0.2664797395312644,104
0.27186392519596597,105
0.5688029727283246,106
0.5469881768351252,107
0.7359050429583216,108
0.21547460783608582,109
0.6069421184495747,110
0.6224949894713059,111
0.30454541665321516,112
0.4377000660260351,113
0.2877701638549803,114
0.5742348331795706,115
0.4832587313664353,116
0.5075399011499794,117
0.20299447670789703,118
0.49990260440967743,119
0.40312938021499817,120
0.3677635773958295,121
